item_id,meeting_id
1c49961c-f5dd-440e-988d-19b7867b3673,cd09b705-0307-4213-b1be-e9cd4d4710e2
65380236-9111-4b02-89fc-0f68e85ddc8a,cd09b705-0307-4213-b1be-e9cd4d4710e2
87f32de9-7863-4c3e-b535-d4bcf3dddaea,cd09b705-0307-4213-b1be-e9cd4d4710e2
c608eb8a-622c-4c0f-bd18-1e1516c1391c,cd09b705-0307-4213-b1be-e9cd4d4710e2
f5c5a9b6-827d-4e15-91f6-c795513899aa,cd09b705-0307-4213-b1be-e9cd4d4710e2
4ddcdf48-d9f1-4f60-80c9-e3931a2702bf,cd09b705-0307-4213-b1be-e9cd4d4710e2
01c72ccb-4456-40eb-8a8e-7aef991dcae9,cd09b705-0307-4213-b1be-e9cd4d4710e2
f51a1cc2-1606-4023-a175-b09b73c7ca5f,cd09b705-0307-4213-b1be-e9cd4d4710e2
1017fda6-e0eb-4a69-9400-b6b6445d2edb,cd09b705-0307-4213-b1be-e9cd4d4710e2
9b3af5fd-e90f-48a7-b90a-a5e5399ac70c,cd09b705-0307-4213-b1be-e9cd4d4710e2
4f5a76cc-e030-4d6d-96d0-5391a0d94720,f5eaac6f-0691-454c-93a9-5b4d5d81a457
20a65165-55fa-477d-a789-9e2391ddc4f3,d4336b56-bc3f-4956-bd79-d368518d89f6
a3ef2b25-e69e-455c-ac84-b2a8dfb12b79,d4336b56-bc3f-4956-bd79-d368518d89f6
783a200a-a9bb-468e-aa08-af613f14dccc,d4336b56-bc3f-4956-bd79-d368518d89f6
e9e503f1-af48-4965-9dfa-9a743c11bfbd,d4336b56-bc3f-4956-bd79-d368518d89f6
580d7214-6591-4d5a-b12c-e0432a2a173c,d4336b56-bc3f-4956-bd79-d368518d89f6
9bc22364-676c-4a63-8653-96773f70897a,d4336b56-bc3f-4956-bd79-d368518d89f6
e3eb1c80-a620-400e-8e81-5d082f809390,d4336b56-bc3f-4956-bd79-d368518d89f6
ee528394-25dc-47e3-8024-f4c9adae4be0,d4336b56-bc3f-4956-bd79-d368518d89f6
204cc403-605b-4d99-86d6-ba68a179c75e,d4336b56-bc3f-4956-bd79-d368518d89f6
c84e9967-f63e-4be1-b096-d46e07671620,d4336b56-bc3f-4956-bd79-d368518d89f6
1dd5382e-2e01-4d4f-aeaf-8138c99ad4b3,d4336b56-bc3f-4956-bd79-d368518d89f6
d3900de2-ab6f-472f-b006-8f061d646b3f,d4336b56-bc3f-4956-bd79-d368518d89f6
50ad24e5-617a-49d7-9041-bdbe2e93cdda,d4336b56-bc3f-4956-bd79-d368518d89f6
c01b4201-c093-4eb2-9882-068e416dbbf6,d4336b56-bc3f-4956-bd79-d368518d89f6
c2370bbd-8f09-4e14-979c-f7b761dd9c22,d4336b56-bc3f-4956-bd79-d368518d89f6
641ce4d0-4cc8-41ab-be74-180cb39b8010,d4336b56-bc3f-4956-bd79-d368518d89f6
bac1c63f-868c-405a-9950-0c04a5ac1c6d,d4336b56-bc3f-4956-bd79-d368518d89f6
404d97a3-9b60-4124-84b1-858bc25eccf0,d4336b56-bc3f-4956-bd79-d368518d89f6
3497562c-6cc6-4067-b10a-11c9f9628de8,d4336b56-bc3f-4956-bd79-d368518d89f6
798c0034-c6b5-4e64-a261-304d04b3e32c,d4336b56-bc3f-4956-bd79-d368518d89f6
f837ec41-557d-47cb-9007-36c2c99ea4a4,d4336b56-bc3f-4956-bd79-d368518d89f6
f9d8bb59-179b-422b-97c1-4e8d6f9588ea,d4336b56-bc3f-4956-bd79-d368518d89f6
e6d91788-dfb0-4ce0-ae30-daa6be27c17d,d4336b56-bc3f-4956-bd79-d368518d89f6
230f1a39-a33d-41d9-8329-62c2b416aa89,d4336b56-bc3f-4956-bd79-d368518d89f6
bc24ca93-4f08-454c-bf3b-85ad1bf2960c,d4336b56-bc3f-4956-bd79-d368518d89f6
28168fa7-2861-42df-a414-541c226a1cd3,d4336b56-bc3f-4956-bd79-d368518d89f6
a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,d4336b56-bc3f-4956-bd79-d368518d89f6
56a4931f-cc24-455b-8424-b629101ab3e3,d4336b56-bc3f-4956-bd79-d368518d89f6
b3a4238c-50a6-4c1e-994f-738d080e104f,d4336b56-bc3f-4956-bd79-d368518d89f6
43a3a3f9-9b86-4865-a8f7-e626ceecd2ae,d4336b56-bc3f-4956-bd79-d368518d89f6
e4ef2a09-914d-4e45-aabb-e3870f18e902,d4336b56-bc3f-4956-bd79-d368518d89f6
ca857d5b-470e-43b6-92fe-c171898c8850,d4336b56-bc3f-4956-bd79-d368518d89f6
df4a5a78-8807-4221-8b8b-83bcba77c367,d4336b56-bc3f-4956-bd79-d368518d89f6
814691d8-8ed6-45ab-b1ac-d90d395ff41c,d4336b56-bc3f-4956-bd79-d368518d89f6
b7db7075-abac-4210-be31-16d4f5366371,d4336b56-bc3f-4956-bd79-d368518d89f6
16ec31a8-08c5-4233-80e9-c2636187f4d9,d4336b56-bc3f-4956-bd79-d368518d89f6
e7cdceec-e81c-477e-a0ed-4d01d2086fe3,d4336b56-bc3f-4956-bd79-d368518d89f6
9e1073d5-f1b5-42af-b955-01b201d0ecaa,d4336b56-bc3f-4956-bd79-d368518d89f6
a89d1b13-ae22-4ecb-b514-75cb5a9a2b1e,d4336b56-bc3f-4956-bd79-d368518d89f6
23d87253-c8fc-4c9a-a3bb-b4706dcf996e,d4336b56-bc3f-4956-bd79-d368518d89f6
5732554d-2ab1-443e-8253-29d2fc518549,d4336b56-bc3f-4956-bd79-d368518d89f6
f1ad3d63-5d93-4ba2-9aa0-036c37bb0b70,d4336b56-bc3f-4956-bd79-d368518d89f6
f4c1b18f-8448-4f97-88be-985e03bdbbaf,d4336b56-bc3f-4956-bd79-d368518d89f6
35fde735-268b-4661-8961-7f386b70643b,d4336b56-bc3f-4956-bd79-d368518d89f6
9ec13391-79b7-40e6-b1be-083d9f73161a,d4336b56-bc3f-4956-bd79-d368518d89f6
a927b641-77bf-4ed9-aa07-e671f765a242,d4336b56-bc3f-4956-bd79-d368518d89f6
8de5d500-c0cb-4166-ac07-fca0dc665cc2,d4336b56-bc3f-4956-bd79-d368518d89f6
897505dc-ddbe-4d2f-b160-7755505609eb,d4336b56-bc3f-4956-bd79-d368518d89f6
8ac0393a-fda9-49bc-bd03-300e0f588c42,d4336b56-bc3f-4956-bd79-d368518d89f6
07eb890d-c086-46ba-96ca-313ad955ab24,d4336b56-bc3f-4956-bd79-d368518d89f6
98f96477-6f51-4dfb-b2fc-b09fb5883b1c,d4336b56-bc3f-4956-bd79-d368518d89f6
5423aba4-d9ba-40aa-9892-350fb16aec57,d4336b56-bc3f-4956-bd79-d368518d89f6
5a25908d-f64b-4e25-b2b8-a0ba5a969552,e133db0a-9d7e-41e6-9a01-99ae8702074a
74e929cf-554e-435c-990a-4aeb367508bc,e133db0a-9d7e-41e6-9a01-99ae8702074a
b201e199-1bee-4e52-bfaf-2dd627c8c9b3,e133db0a-9d7e-41e6-9a01-99ae8702074a
ac51a956-48c0-4cf2-baa9-f24f13efc425,87e7df55-2ffe-4220-ae65-ff450e5fa800
8ca6e5f1-c0be-45dd-9d49-4eed2a250c28,87e7df55-2ffe-4220-ae65-ff450e5fa800
3a59773d-0e43-4927-bcdc-a116fc63dab1,87e7df55-2ffe-4220-ae65-ff450e5fa800
f38fc084-3d3d-4df6-afc3-7a59df6afd5f,87e7df55-2ffe-4220-ae65-ff450e5fa800
df1e5fe8-a689-4cfa-9972-eb352bcd832a,87e7df55-2ffe-4220-ae65-ff450e5fa800
0f83601b-61b6-4c52-a135-2228d40b3116,87e7df55-2ffe-4220-ae65-ff450e5fa800
c8b6a742-c363-4eee-aac2-46d016c3b472,87e7df55-2ffe-4220-ae65-ff450e5fa800
ad00e47f-944c-4552-a590-0be24a358493,87e7df55-2ffe-4220-ae65-ff450e5fa800
006697fa-3db7-4360-9dfa-ecc0e344dd60,87e7df55-2ffe-4220-ae65-ff450e5fa800
d6ed74fa-9913-4206-9b67-43d40100765e,87e7df55-2ffe-4220-ae65-ff450e5fa800
a9f4b7c0-dee3-45f5-83d8-c0afb2043d3e,87e7df55-2ffe-4220-ae65-ff450e5fa800
8a322882-f66e-408c-9d69-0ff074bdfc1c,87e7df55-2ffe-4220-ae65-ff450e5fa800
77770f17-9865-4fd9-92ed-af7a3bce6b94,87e7df55-2ffe-4220-ae65-ff450e5fa800
e6ebd1c1-f825-4399-8f4e-ef4ef7d1905d,87e7df55-2ffe-4220-ae65-ff450e5fa800
8affedaa-0621-4550-9b17-451115f6328c,87e7df55-2ffe-4220-ae65-ff450e5fa800
db53b35d-5344-4d8e-9abd-6afcc04f5d27,87e7df55-2ffe-4220-ae65-ff450e5fa800
02ed72b9-eef6-4304-b030-287e419ada47,87e7df55-2ffe-4220-ae65-ff450e5fa800
284eab48-239e-4ad6-ae59-1558ce77ba95,87e7df55-2ffe-4220-ae65-ff450e5fa800
0333a0de-1496-40e6-a617-b25f528d3964,87e7df55-2ffe-4220-ae65-ff450e5fa800
038a6406-d9e5-48d2-b512-765d3bb8b036,87e7df55-2ffe-4220-ae65-ff450e5fa800
5c130244-f0eb-43fe-8d64-4c5e6146ac0f,87e7df55-2ffe-4220-ae65-ff450e5fa800
15880498-ae91-4473-8bf7-7a929f0377a2,87e7df55-2ffe-4220-ae65-ff450e5fa800
02d422e9-663c-4dd5-82fe-f8ff19673b85,87e7df55-2ffe-4220-ae65-ff450e5fa800
946d072c-c1f3-408d-9107-b6c96be3d0c4,87e7df55-2ffe-4220-ae65-ff450e5fa800
46cb74c9-cfd1-4dc7-a0a2-c2d76aaba94f,87e7df55-2ffe-4220-ae65-ff450e5fa800
5ef1af4e-4891-4d00-8f94-cceb60b3d5af,87e7df55-2ffe-4220-ae65-ff450e5fa800
c95c4356-c69a-455b-88bf-25e35263d446,87e7df55-2ffe-4220-ae65-ff450e5fa800
b95c80e5-cf00-4e12-b7e3-d8afcf6ffe48,87e7df55-2ffe-4220-ae65-ff450e5fa800
e5e50701-f8ff-401e-a0e3-a8c9412ba07c,87e7df55-2ffe-4220-ae65-ff450e5fa800
1f6c0eba-9a9c-4952-957d-12da0e016fca,87e7df55-2ffe-4220-ae65-ff450e5fa800
c19845ff-d131-4ab7-b782-4127022d5e8d,87e7df55-2ffe-4220-ae65-ff450e5fa800
a1bc6a89-829b-4815-8eca-21dc55835ea8,d77aabb8-5a12-4a43-93ad-b4740f63e64d
1a2def42-a04b-4033-a911-2aab78576570,d77aabb8-5a12-4a43-93ad-b4740f63e64d
288bd3e3-7955-4ecd-a121-70ee0cf73e0a,ddc9e104-0ffa-42b9-b3e4-b5e2232c9d4b
70d6ea0b-6db3-4ba9-9fb8-3bc035a25a82,ddc9e104-0ffa-42b9-b3e4-b5e2232c9d4b
7da5583a-167f-402d-bf4a-af4d2163761a,ddc9e104-0ffa-42b9-b3e4-b5e2232c9d4b
30ea41a8-cc95-4586-93d2-5c1ab0780391,ddc9e104-0ffa-42b9-b3e4-b5e2232c9d4b
22c64b4b-107a-4ae0-9a15-a5e7f4d56bc4,ddc9e104-0ffa-42b9-b3e4-b5e2232c9d4b
20c2e47f-a5fd-4987-a494-880d2b52ab04,ddc9e104-0ffa-42b9-b3e4-b5e2232c9d4b
928c3a0b-ad33-4d90-9aac-87783d4ce4bf,ddc9e104-0ffa-42b9-b3e4-b5e2232c9d4b
76158702-509e-4f7c-9d36-b74bd90b6ac2,3a31c984-450b-4cb7-af8f-483ad58250da
561edc7e-a0e9-4dd8-a09f-bcfdb4443f63,3a31c984-450b-4cb7-af8f-483ad58250da
276d535b-c248-44ad-af90-d07179883b6e,3a31c984-450b-4cb7-af8f-483ad58250da
82b8713d-4d9f-4f59-9f9e-a50e912f64c0,3a31c984-450b-4cb7-af8f-483ad58250da
3f8cd5f3-4fd7-4000-bfdd-8e96a1513086,3a31c984-450b-4cb7-af8f-483ad58250da
94975ee4-503c-48c4-9585-03e4cf0e876c,3a31c984-450b-4cb7-af8f-483ad58250da
06079fc3-0cf9-4574-9929-aa965984dc4b,3a31c984-450b-4cb7-af8f-483ad58250da
168244b0-70bc-4b14-8d96-386552b32882,3a31c984-450b-4cb7-af8f-483ad58250da
899f8278-4455-4e71-8be4-dd3566345bdd,3a31c984-450b-4cb7-af8f-483ad58250da
dba3841b-476b-4011-bbf2-c65c44ed4008,3a31c984-450b-4cb7-af8f-483ad58250da
29e2b4d3-c4ca-44ca-927a-3fdc02f40bf7,3a31c984-450b-4cb7-af8f-483ad58250da
6a26bf67-3fbb-4dd5-9bd5-f56d0a9f74c5,3a31c984-450b-4cb7-af8f-483ad58250da
080a80fa-ea9d-42ff-8d75-c98195f39ba5,3a31c984-450b-4cb7-af8f-483ad58250da
c9542be6-a4a0-41bc-ba48-df806d7de3ee,3a31c984-450b-4cb7-af8f-483ad58250da
07621284-3463-4c24-ae61-58931fa26e43,3a31c984-450b-4cb7-af8f-483ad58250da
1ebc24fa-cad5-43c1-a26f-ae7064bb6e31,29652e56-9e19-42a5-b1b8-d5e0f220688d
fc7bad98-1fea-46d2-a8d5-618327b28524,065df798-68ab-40e9-9c94-1fce4ada6fd2
11332f51-ba61-4518-be0f-bee3599c418e,065df798-68ab-40e9-9c94-1fce4ada6fd2
0ed2cdfc-59e9-4183-9d1b-e20766cf4a9b,065df798-68ab-40e9-9c94-1fce4ada6fd2
44ad295f-eebd-4e58-9b98-06383d64b84a,065df798-68ab-40e9-9c94-1fce4ada6fd2
3f5729b0-dba6-4a9d-a811-eb81ba9578d1,065df798-68ab-40e9-9c94-1fce4ada6fd2
b9b88d08-615a-4663-b31b-9a7e5592625c,065df798-68ab-40e9-9c94-1fce4ada6fd2
5b9e6778-d3fe-4309-857a-2437c8b1da74,065df798-68ab-40e9-9c94-1fce4ada6fd2
d6bc689c-64fe-4778-88d8-f1499ce32e3b,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
a0f9480e-9d58-47f4-8a37-ae2b711dd8fb,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
c5f23c1c-ff33-425d-b5a3-2e4a7fed237b,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
70a88aaa-c088-45e8-a189-a0b222d51ce7,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
81d53bdf-4f0a-4ff2-a3b4-6b5d83184f5e,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
e50928eb-490f-4f7a-87cb-09ff17554b20,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
b606de81-498a-4605-8a21-bd70392e4aa3,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
357abd07-b32e-4acc-8ff0-04af970b89f1,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
1b5a81cc-4c0d-4dfb-9287-d37fae06dd47,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
f58713ad-4445-44b7-91f6-852fefa9dba9,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
355dd190-0843-43f3-8a96-7f83b61b77fa,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
56f8031d-0354-4243-9c5a-d28e1bb3a12e,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
478639ec-ca44-47d9-b901-2a577575b466,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
71e67718-1551-4b2c-b9e8-ee7f9e89570d,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
52713b91-0cd1-45d5-b19b-f26761b52a58,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
7987ee62-3a92-4907-903f-57bdc178b7f4,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
1d8ed8d2-53bf-40ed-a0ea-66f87f7c492d,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
105ba6c9-1d6f-43f8-91b5-c508d92545d2,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
0f83f107-84cb-40c2-99a9-410fdd40fa4e,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
f691f61a-92c0-4804-855d-b4c73c2792fc,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
79bfc891-1146-46e4-9af7-2b9c406dea8f,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
8afee8da-35e1-4e3c-a83a-9a508303c6fa,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
7cb9d278-9f8f-4aed-b32d-6f8c3b8011a7,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
de79106f-c5a7-4af5-a16f-898723b0e825,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
fd9894a7-7dcd-4622-ac8a-da068db92db1,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
7e4babc8-526a-4db1-ad10-991f0e1d9340,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
f921370c-bbbd-42f8-8210-8e290ef011f7,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
a7288d55-da37-428c-ad96-5f0850276cb1,2995e4c5-1503-4e98-b4c8-f1eb90ea5ec1
